PREFIXO: ;D4-104
NOME DO POSTO: ;PIRACICABA
MUNICÍPIO: ;PIRACICABA
CURSO D'ÁGUA: ;PIRACICABA,R
LATITUDE: ;22°43'03"
LONGITUDE: ;47°39'07"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  02/1987; 11,8; 18,2; 41,3; 18,7;  3,1;  0,0;  0,0;  0,0;  0,0;  5,3;  0,0;  0,0;  1,6; 14,6;  9,2;  0,8;  0,0; 42,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 37,2; 62,0;  0,0;  0,0;---;---;---;62,0;266,0
  03/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3; 63,7; 24,3;  4,2;  0,0;  0,0;  0,0;  0,0;  4,7;  2,3;  0,0;  4,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;63,7;103,8
  04/1987;  0,0;  0,0;  1,6;  4,8; 15,8;  0,0;  0,0;  0,0;  0,0;  0,0;  5,1;  0,0;  7,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;15,8;47,5
  05/1987;  0,0;  0,0;  0,0;  0,0;  0,0; 20,8;  2,3;  8,9;  0,0;  0,0;  0,0; 52,0;  0,0;  0,0;  0,0; 25,8;  0,0; 15,8;  4,8; 30,9; 19,1;  0,4;  0,0;  0,1;  4,5;  0,0;  0,0;  0,0;3,8;0,0;0,0;52,0;189,2
  06/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,1; 34,2; 29,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,8;  2,2;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;34,2;117,7
  07/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,3;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;9,3;9,6
  08/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,8;2,7;4,2
  09/1987;  1,9;  0,0;  0,0;  0,0;  0,0;  3,6;  0,2;  0,8;  0,0;  0,0;  3,8;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0; 10,2;  0,0;  0,0;  8,5; 26,0;  4,9;  0,0;  0,0;  0,0;  0,0;  3,9;0,0;0,0;---;26,0;64,7
  10/1987;  0,0;  7,2;  0,0;  0,0;  0,0; 23,4;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  0,0;  0,0;  0,6;  1,3;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;0,4;0,0;0,0;23,4;45,0
  11/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  4,5;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 21,4; 32,7; 20,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,2;  4,6;  0,0;  0,0;0,0;0,0;---;32,7;104,4
  12/1987;  0,0;  0,0; 30,6;  1,6; 38,7;  1,6;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0; 21,4;  1,8;  0,0;  0,0;  0,0; 39,8; 18,6;  0,0;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;1,7;0,0;8,6;39,8;170,0
  01/1988;  1,6;  0,0;  0,0;  0,0;  0,0; 35,2; 68,6;  0,0;  1,2; 13,1; 59,4;  0,0;  0,0;  0,3;  0,0;  1,5; 12,8;  0,0;  1,2;  0,0;  0,0;  4,2;  0,2;  0,0;  2,8;  0,0;  0,0;  0,0;0,0;7,9;0,0;68,6;210,0
  02/1988;  0,0;  0,0;  0,0;  0,0; 27,6;  0,0;  4,6;  5,8;  2,6; 89,8;  3,5;  0,0;  0,0; 30,3;  2,8;  2,5; 25,3;  0,9;  0,9; 36,6;  2,2;  0,0;  0,0;  0,0;  0,0; 89,6;  0,1; 33,7;4,8;---;---;89,8;363,6
  03/1988; 39,2; 29,6; 34,8;  1,3;  0,0;  7,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 28,4; 32,8; 46,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;46,6;220,1
  04/1988;  0,0;  2,1;  0,0;  0,0;  0,0;  0,0;  0,0;  5,8;  0,0;  0,0;  0,0;  6,4; 22,4; 38,0;  0,0;  0,0; 31,4;  0,0;  2,9;  3,2;  0,2;  0,6;  0,0;  0,0;  0,0; 36,9;  5,7;  0,0;6,2;0,0;---;38,0;161,8
  05/1988;  0,0;  0,0;  9,2;  0,0;  9,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 26,9;  0,0;  0,0;  0,0;  7,1;  2,4;  0,0;  5,4;  0,0;  0,0;  0,0;0,0;16,7;7,4;26,9;84,8
  06/1988;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;6,7;6,7
  07/1988;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/1988;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/1988;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,7;  0,5;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;2,7;3,8
  10/1988;  0,0;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9; 36,5;  5,6;  0,0;  0,0;  0,0;  0,0;  0,0; 46,9;  0,0;  0,0;  8,6;  4,1;  0,0; 40,5; 12,7;  0,2;0,0;0,3;128,0;128,0;285,2
  11/1988; 11,0;  8,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,2; 16,6;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2; 31,2;  7,4;  8,4;  8,9;  0,0;  0,0;  0,0;  3,4;  0,0;0,0;0,0;---;31,2;97,9
  12/1988;  0,0;  1,4;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 28,5;  1,3;  0,0;  0,0;  1,2;  0,0;  0,3; 25,0;  1,5;  0,5; 48,0;---; 59,0;  5,3;  0,0;0,0;0,0;0,1;---;---
  01/1989;  0,0;  0,0; 23,7;  9,5; 21,0; 15,0; 12,0;  9,5; 35,0; 24,9; 26,2;  0,4;  0,1;  1,4; 19,1; 11,4;  0,0;  3,0;  0,3; 13,1; 37,0;  0,0;  3,7;  7,3; 15,8;  0,0;  0,0; 25,0;0,0;0,0;0,0;37,0;314,4
  02/1989;  0,0;  0,0; 11,8; 25,4;  0,2;  0,0;  1,3;  0,0;103,4;  1,7; 49,2;  8,1; 15,6;  0,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0; 16,0;  0,0;  0,0;  0,8; 16,2;  9,9;  0,0;  0,0;---;---;---;103,4;261,1
  03/1989;  5,2;  0,0;  0,0;  0,0;  4,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  9,2; 50,5;  4,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 51,3;  8,9;  0,0;2,5;15,3;0,0;51,3;152,3
  04/1989; 12,3;  0,8;  4,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,5;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;20,5;40,2
  05/1989;  0,0;  3,7;  0,0;  0,0;  1,7;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,6;  0,0;  0,0;0,0;0,0;0,0;6,6;13,2
  06/1989;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,7;  0,0;  0,0; 11,3; 26,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,1;  0,0;  0,0;  0,0;0,0;0,0;---;26,7;45,8
  07/1989;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,6; 12,3;0,0;11,2;47,8;47,8;79,9
  08/1989;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,5;  0,0;  0,0;  0,0; 15,0;  0,0;  8,7;0,0;0,0;0,0;15,0;32,2
  09/1989;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  2,7;  0,0;  2,0;  7,8;  0,4;  0,0;  7,7;  1,2;  1,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,0;  0,6;  2,9;  0,0;0,0;0,0;---;7,8;32,3
  10/1989;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 41,6;  6,5;0,0;0,0;0,0;41,6;57,4
  11/1989;  0,0;  0,0;  0,0;  6,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  6,1; 25,3; 14,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,9; 23,4;  4,7;  0,6;  1,3;  0,0;  0,0;  0,0; 14,0;0,0;0,0;---;25,3;104,8
  12/1989;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,9;  8,1;  0,4; 16,1;  0,0;  0,0;  0,0;  0,0;  4,3;  5,3;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  6,5; 48,5;26,5;20,0;15,1;48,5;159,9
  01/1990; 15,2; 25,7; 78,5;  0,0; 52,4; 24,8; 15,3;  0,0;  1,5;  6,6; 15,7;  6,9;  9,2;  0,0;  0,0; 18,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,8;  0,0;  0,0;  0,0;  0,0; 28,1;0,0;0,0;0,0;78,5;306,0
  02/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 27,2;  2,3;  6,0;  9,8;  0,0; 43,7;---;---;---;43,7;92,2
  03/1990;  0,0;  4,2; 30,4; 13,0;  0,0;  0,0;  9,5; 28,6;  0,6;  6,4;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 55,8;  0,0;  0,0; 15,0; 51,6;  0,0;  0,0;  0,0;  0,0; 10,7;0,0;0,0;0,0;55,8;226,1
  04/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  9,9; 14,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;10,5;---;14,0;35,8
  05/1990;---; 10,5;  0,0;  0,0;  0,0;  0,0;  2,9;  0,0;  0,0;  0,0;  5,3;  0,3;  0,0;  0,0;  0,0; 12,2;  0,5;  3,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;---;---
  06/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;0,0;0,0;---;10,5;17,2
  07/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 29,0; 10,0; 17,0;---;---;---;---;---;---;  0,0;  0,0;  0,0;0,0;0,0;0,0;---;---
  08/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,4;  0,0;  0,0; 19,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,1;0,0;0,0;0,0;19,0;39,5
  09/1990;  0,0; 18,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,1; 18,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;18,6;47,0
  10/1990; 10,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,4;  0,0;  0,0;  0,0;  0,0; 10,3;  0,0; 29,2; 68,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;68,4;128,9
  11/1990;  0,0; 20,0; 11,0;  0,0; 10,5; 10,1;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,6;  0,0; 10,0; 18,5;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;20,0;99,2
  12/1990;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,3;  0,0;  0,0;  0,0;  0,0;  0,0; 12,4;  0,0;  0,0;  0,0;  0,0;  0,0; 18,2;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  0,0;  0,0;0,0;0,0;0,0;18,2;43,8
  01/1991;  0,0;  0,0; 13,4;  0,0; 12,2;  0,0;  0,0;  0,0;  0,0;  0,0; 24,2; 56,4;  0,0;  0,0; 11,6; 25,1;  4,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,3; 19,5;  7,6;10,8;0,0;3,2;56,4;201,5
  02/1991; 10,2; 35,8;  0,0;  0,0; 33,5;  9,3; 21,5; 14,2; 47,2;  9,8;  1,9;  0,0;  2,3;  0,0;  0,0;  0,0;  0,0;  0,0;  7,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,1;---;---;---;47,2;206,6
  03/1991;  0,0; 39,8; 61,3; 43,2;  0,8; 59,8; 12,8; 21,6;  0,0;  0,0;  0,0;  0,0;  0,0;  4,1;  0,0;  0,0;  0,0;  0,0;  0,0;  8,4;  0,0;  3,8;  0,0;  0,0;  0,0; 49,6; 19,3; 55,9;43,1;13,6;19,6;61,3;456,7
  04/1991;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,9;  0,0;  0,0;  0,0;  0,0;  0,0; 15,1;  0,0; 20,0;  0,7;  0,0;  2,8;  5,8;  0,0;  0,0;  0,0;  0,0; 59,7; 26,1;  1,8;  0,0;0,0;0,0;---;59,7;140,9
  05/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 29,3;  5,1;  0,0;  0,0;  0,0;  0,0;  5,2; 11,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;29,3;52,2
  06/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,1;  5,5; 12,4; 10,0;  3,5; 14,8;  0,0;  0,0;  0,0;0,0;0,0;---;14,8;47,3
  07/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,6;  0,0;  0,8;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;16,6;18,0
  08/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;5,3;5,3
  09/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1; 11,1;  0,0;  0,0;  0,0;  0,0;  0,5;  3,3;  0,0;  0,0;5,9;6,3;---;11,1;30,2
  10/1991; 40,9;  3,0; 23,5;  0,0;  0,0;  0,0;  7,7;  1,0;  1,1;  0,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;7,0;40,9;93,7
  11/1991;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,9; 16,8; 15,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;18,7;0,0;---;18,7;65,2
  12/1991;  0,0;  0,0;  0,0;  0,0;  1,0;  1,3; 16,1;  3,6;  0,0;  5,5;  0,0; 32,4;  0,0; 20,3; 38,1;  1,0;  0,5; 13,5; 19,4; 31,2;  0,0;  0,0; 20,0;  4,7;  0,6;  2,6;  2,2;  0,4;0,6;0,0;0,0;38,1;215,0
  01/1992;  0,0;  1,3;  5,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,2;  0,9;  0,2;  0,0;  0,0;  4,3;  0,0;  1,0;  1,6;  1,7;  0,0; 10,9; 19,4;  4,8;  0,0;0,0;9,4;0,0;19,4;68,0
  02/1992; 22,5;  2,5;  7,0;  2,6;  0,5;  0,7;  0,6; 26,0;  8,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,6;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  0,4;  0,5;  0,0;5,1;---;---;26,0;81,5
  03/1992; 18,1; 35,1;  0,7;  8,4; 11,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  6,5;  3,5;  7,5;  0,0; 11,0; 18,5; 14,5; 16,4;  3,5;  0,0;  0,0;  1,1; 58,9;  6,0; 24,7;  1,3;  3,1;1,3;60,0;5,8;60,0;317,6
  04/1992; 16,2;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;  4,0;  2,3; 13,5;  0,0;  0,0;  0,0;  0,0;  0,0; 22,3;  4,3;  0,0;  0,0; 15,4;  0,0;  0,5;  0,0;  0,0;0,0;0,6;---;22,3;81,5
  05/1992;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,2;  0,0;  0,0;  0,0;  6,8;  6,1;  0,0;  0,0;  0,0; 18,6;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;18,6;39,7
  06/1992;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;0,0;0,0;---;0,3;0,3
  07/1992;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;9,5;13,0
  08/1992;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  3,0;  0,0;  0,0;  2,2;  5,6;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;1,8;5,6;12,8
  09/1992;  0,0;  1,5;  1,4;  1,4;  2,7;  1,7;  2,6;  0,0;  0,0;  0,0;  0,0;  9,7;  1,4;  1,3; 32,0;  9,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0; 16,3;  0,0;  0,0;  0,0;0,0;0,0;---;32,0;81,2
  10/1992;  0,0;  8,2; 44,9;  0,0;  0,0;  0,0;  0,0;  6,6; 14,7;  0,0;  0,0;  0,0; 19,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7; 30,4;35,4;19,0;0,0;44,9;178,9
  11/1992;  0,0;  4,5;  0,0; 73,4;  1,6;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;  0,0; 10,9;  0,0;  0,0;  0,0; 11,7;  0,0;  0,0;  0,0;  0,0;  5,0;  4,9;  4,6; 51,0; 38,2;  0,0;  0,0;0,0;4,5;---;73,4;212,7
  12/1992;  4,5; 45,9;  0,0;  0,0;  0,0;  0,0;  5,7;  0,0;  0,0; 11,4; 78,8; 10,3;  0,0;  0,0;  0,0;  0,0;  0,0; 11,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  0,0;0,0;0,0;0,0;78,8;169,5
  01/1993;  0,0;  0,0;  3,5;  0,0;  0,7;  2,4;  0,2;  5,2; 13,1;  6,0; 21,6; 30,7;  4,8;  0,0; 20,9;  0,0;  0,0;  0,0;  4,0;  0,0;  0,1;  0,0;  0,0; 11,0; 13,0; 12,3;  6,0;  0,0;0,0;0,0;0,0;30,7;155,5
  02/1993;  7,9;  0,0; 11,8;  2,2;  5,3;  1,7;  0,3; 10,0;  5,8;  3,7; 29,6; 24,7;  0,2;  0,0; 26,8; 19,7; 42,2;  1,7;  0,0; 32,7;  0,0;  0,0; 16,2;  0,8;  0,0;  0,0;  0,0;  3,3;---;---;---;42,2;246,6
  03/1993;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  2,3; 17,7;  0,0; 14,7;  0,2; 50,2;  5,0;  6,8;  0,0;  4,9;0,0;0,0;0,0;50,2;103,0
  04/1993; 39,9;  2,2;  2,4;  0,0;  0,0;  0,6;  0,0;  0,0; 61,3;  0,0;  0,0;  0,0;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,0; 12,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;61,3;122,4
  05/1993;  0,0;  0,0;  0,0; 11,7;  0,0; 19,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 21,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;6,6;43,1;43,1;102,6
  06/1993;  0,0;  0,0;  0,0;  0,0; 17,8;  0,9;  0,0;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,3; 19,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;19,5;46,1
  07/1993;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,9;12,0;12,9
  08/1993;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0; 16,4; 27,5;  0,0;  0,0;  0,0;0,0;0,0;0,0;27,5;46,1
  09/1993;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  0,0;  0,0;  3,2;  0,4;  0,0;  0,0; 14,6; 23,0;  0,0;  0,0;  0,0;  0,0;  9,1; 19,3;  4,1; 22,4; 38,7; 21,2;  3,7;  0,0;0,0;0,0;---;38,7;165,0
  10/1993;  0,0;  2,6;  0,0;  0,5; 14,0;  4,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3; 51,0;  0,6;  0,0; 11,5;  0,5;  0,0;  1,1;  3,4;  0,0;0,0;0,0;0,0;51,0;89,6
  11/1993;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,4;  8,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4;  0,7;  0,0;  0,0;  0,0; 15,3;  2,6;  0,0;  2,7; 29,4;  0,4;0,0;0,0;---;29,4;94,8
  12/1993;  0,0;  0,9;  0,0;  0,4;  0,0;  0,0;  0,0;  6,1;  8,4;  0,0; 14,4;  0,5;  0,0;  0,0;  0,0;  5,3; 11,8;  8,2;  0,0;  7,8;  2,6;  0,0;  0,0;  5,2;  0,0;  5,9;  0,8;  1,2;27,7;4,7;6,8;27,7;118,7
