PREFIXO: ;D4-104
NOME DO POSTO: ;PIRACICABA
MUNICÍPIO: ;PIRACICABA
CURSO D'ÁGUA: ;PIRACICABA,R
LATITUDE: ;22°43'03"
LONGITUDE: ;47°39'07"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  12/2000; 10,6;  0,0;  0,0;  0,0; 18,1;  1,6;  0,0;  0,0;  0,0;  2,8;  4,1;  0,0; 12,0;  3,7;  2,3;  3,2; 50,0;  2,5;  0,0;  0,0;  0,0;  3,1;  0,0;  0,0; 23,0;  0,0;  1,3; 30,2;35,0;0,0;0,0;50,0;203,5
  01/2001;  0,0;  0,0;  0,0;  0,0;  8,6;  0,0;  0,0;  0,0;  1,2;  1,6;  1,9;  0,0; 44,8;  0,7; 22,0;  0,0;  0,0;  0,0; 60,6;  0,0;  0,0;  0,0;  0,0;  0,0; 48,5; 10,7;  0,0; 30,5;19,5;0,0;0,0;60,6;250,6
  02/2001; 17,5;  0,0;  0,0;  0,0;  0,0; 13,7;  0,0; 12,4; 35,4;  4,9;  3,7;  3,2; 13,5;  4,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,8;  0,0;  0,0;  0,0;  0,0;---;---;---;35,4;123,3
  03/2001;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,0;  3,0; 16,2; 30,2; 18,2;  0,0;  4,2;  0,0;  0,0;  0,0;  0,0; 16,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,7;  0,0; 10,0;2,0;0,0;0,0;30,2;106,2
  04/2001;  0,0; 35,2;  0,0;  0,0;  0,0;  0,0;  7,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,4;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;35,2;47,7
  05/2001;  0,0;  0,0;  0,0;  0,0; 17,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2; 21,9;  0,0;  0,0;  1,8; 12,8;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,0;0,0;4,4;0,0;21,9;75,9
  06/2001;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,9;  0,0;0,0;0,0;---;14,9;16,7
  07/2001;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,6;  0,0;  0,3;  0,0;  0,0;  1,7;  9,2;0,0;0,0;0,0;12,6;26,4
  08/2001;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  4,1; 10,4;  4,5;  0,0;  0,0;  0,0;25,4;0,0;0,0;25,4;45,9
  09/2001;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0; 36,5;  1,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  2,4;2,5;0,0;---;36,5;52,3
  10/2001;  0,0; 63,7;  0,4;  0,0;  0,0;  0,0;  0,0; 11,1; 15,7;  0,0; 20,1; 17,0;  0,0;  0,0;  0,0;  0,0;  0,0; 33,3;  0,0; 19,8;  0,0; 15,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;63,7;196,5
  11/2001;  0,0;  0,0;  0,0;  1,5;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  4,9; 39,8;  1,1; 53,8;  1,5;  0,0;  0,0;  2,1;  0,0;  8,5;  0,0;  0,0;  2,0; 33,6;  0,0;  0,0;  0,0;  0,8;35,6;1,1;---;53,8;189,6
  12/2001;  2,6;  0,0;  0,0;  0,0;  0,0;  2,8;  3,0;  0,0;  0,0;  9,7;  9,0;  0,0;  7,4;  6,6; 27,7;  0,0;  7,8;  0,0;  0,0;  0,0;  0,0;  6,7; 11,7;  7,0;  0,0;  0,0;  0,0;  0,0;9,9;15,5;0,0;27,7;127,4
  01/2002;  0,0; 16,5;  0,0;  0,0;  0,0;  0,0; 31,4;  3,0; 45,5; 22,4;  0,0;  1,0; 50,4;  8,7;  9,5;  1,1;  0,0;  0,0;  0,0;  3,9;  2,4; 14,5;  2,5;  1,7;  1,5; 25,0; 14,8; 11,7;51,7;33,0;0,0;51,7;352,2
  02/2002;  0,0; 80,5;  0,0;  0,0;  0,0;  0,0; 17,8; 14,3; 55,3; 19,5;  0,0;  0,0;  3,2;  0,0;  3,6;  0,0;  2,9;  0,0;  0,0;  0,0; 19,7; 20,7;  5,5;  2,4;  0,0;  0,0;  0,0;  0,2;---;---;---;80,5;245,6
  03/2002;  1,2;  0,0;  0,0; 24,3;  0,0; 28,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4; 24,4;  0,0;  0,0; 12,2;  1,4;  0,0; 40,0;  0,0;  0,0;  1,3;166,5;  5,1;  0,0;  0,0;0,0;0,0;0,0;166,5;323,3
  04/2002;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0; 12,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;12,2;14,1
  05/2002;  0,0;  4,0;  0,0; 21,0;  0,5; 16,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,3;  0,0; 19,5; 57,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;57,7;121,8
  06/2002;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  07/2002;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;2,6;7,5
  08/2002; 14,2; 36,4; 23,3;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;13,0;0,0;36,4;87,5
  09/2002;  6,3;  0,0;  0,0;  0,0;  0,0;  0,0;  7,4;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3; 27,4;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;27,4;45,7
  10/2002;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,1;  0,0;  0,0;  0,0; 10,6;  0,0;  0,0;0,0;25,5;0,3;25,5;48,7
  11/2002;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  4,3;  0,0;  0,0;  4,0; 38,6;  0,3;  0,0;  0,0; 22,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 25,2;  2,7; 13,1;44,1;3,5;---;44,1;158,2
  12/2002;  0,0; 14,9;  0,0;  0,0; 12,1;  2,6;  1,8;  0,0;  7,7;  0,0;  0,0;  0,0;  0,0;  1,0; 34,0; 40,8;  2,7;  1,8;  0,0;  0,6;  0,8;  0,0; 19,1;  0,2;  9,2;  1,1;  0,0;  0,0;0,0;0,0;0,0;40,8;150,4
  01/2003;  0,0;  0,0;  0,0; 39,3; 19,9; 13,1;  0,0;  0,0;  0,0;  0,0; 10,8; 25,7; 39,6;  1,3;  0,0;  0,0;  6,9;  4,6; 33,8;  0,0;  7,5; 31,8; 13,9; 14,5; 34,9;  0,4;  3,2; 20,4;15,3;21,1;11,3;39,6;369,3
  02/2003;  0,0;  0,0;  0,0;  0,0;  1,5;  1,8;  0,0;  1,0;  0,0;  0,0;  0,0;  2,9; 26,0;  6,6; 11,1; 15,5;  9,4;  9,0; 14,0;  0,0;  1,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;---;26,0;99,9
  03/2003;  0,0;  0,0;  0,0;  2,7;  0,0; 39,4;  0,6; 69,3; 23,0; 24,5;  3,7;  1,1;  3,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 25,4; 18,0;  0,0;  0,0;  0,0;  0,0;  1,2;  3,9;0,0;0,0;0,0;69,3;215,9
  04/2003;  0,0;  0,0;  0,0;  0,0;  7,7;  0,0; 27,4;  0,0;  0,0;  0,2;  2,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;27,4;49,7
  05/2003;  0,0;  0,8; 24,1;  0,0;  0,0;  7,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 21,9;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;24,1;54,0
  06/2003;  0,0;  0,0;  0,0;  5,3;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;5,3;5,5
  07/2003;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 23,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;23,0;23,0
  08/2003;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,2;  0,7;  1,0;  5,1;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,6;  0,0;  0,0;0,0;0,0;0,0;5,2;13,3
  09/2003;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,0;  0,0;  0,1;  0,0;  0,0;  0,0;  4,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;4,9;8,0
  10/2003;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 40,2;  0,0;  7,5; 12,7; 23,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  0,0;  0,0;  0,0;  0,0; 16,6;  3,9;5,4;0,0;0,0;40,2;111,2
  11/2003;  0,0;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,4;  0,0;  0,0;  0,0;  0,0;  0,0; 11,0;  0,0;  0,0; 28,0; 23,1;  2,3;  0,0;  0,0;  0,0;  0,0;  0,0;  7,2;  1,0;  5,6;  0,0;0,0;0,0;---;28,0;84,6
  12/2003; 38,1; 11,1;  0,0;  3,9;  0,0;  2,2;  0,0;  0,0;  0,0; 11,5;  0,0; 10,0;  0,0;  0,0;  0,6;  2,5;  1,1;  0,0;  0,0;  0,0;  5,5;  2,3; 29,7;  0,0;  0,0;  0,2;  0,0;  0,0;0,0;0,0;11,1;38,1;129,8
  01/2004; 10,0;  0,0;  0,0;  0,0;  0,0;  0,6; 15,5;  0,3; 22,6; 13,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  1,2;  0,0; 71,0; 48,6; 17,3;1,9;0,0;11,7;71,0;214,7
  02/2004;  0,0;  0,0;  4,6;  0,0;  4,3;  7,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5; 27,4;  3,7;  0,0;  0,0;  0,0;  0,0; 28,0; 28,4; 30,2;  4,4;  4,9; 25,4;  0,0;  8,5;0,0;---;---;30,2;178,6
  03/2004;  0,0;  0,0;  0,0; 23,1;  0,0;  2,8; 28,0;  0,0;  0,0;  0,0; 16,2;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,2;0,0;0,0;28,0;93,9
  04/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 57,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  2,6; 10,6;  0,0;  0,0;  0,0; 23,8;  0,0;  0,0;  0,0;  0,0; 12,2;  4,3;  0,0;  0,0;0,0;0,0;---;57,2;110,9
  05/2004;  0,0;  0,0;  0,0;  0,0; 15,0;  2,3;  3,7;  5,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  1,0;  4,9;  0,0;  1,1;  2,4;  1,0;  0,0;  5,3;  0,0;  3,5;  4,1; 28,9;  0,0;  0,0;0,0;0,9;0,0;28,9;80,1
  06/2004; 12,3;  0,0;  9,3; 24,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;24,4;55,7
  07/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  2,1; 34,5;  0,0;  0,0;  0,0;  0,0;  0,0;  4,7;  0,0;  1,0; 33,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;34,5;77,3
  08/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;5,0;5,0
  10/2004;  0,0;  0,0; 12,1;  4,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,9; 23,1;  0,0; 24,9;  0,0; 17,3; 13,1;  0,0;  0,0;  0,0;  0,0;  0,5;  0,3; 34,4;  0,0;  0,0;0,0;0,0;0,0;34,4;134,5
  11/2004;  0,0;  0,0;  0,0;  6,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6; 13,2;  0,0;  0,0;  0,0; 65,4;  1,0; 14,9;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;19,0;0,0;---;65,4;123,3
  12/2004;  0,0;  0,0;  0,0;  0,0;  9,7; 17,0;  0,0;  0,0;  0,0;  6,6;  0,0;  0,2;  0,0;  0,0;  0,0;  9,9;  1,3; 15,0;  0,0;  0,0; 25,4;  7,9;  8,0;  1,9;  0,0;  0,0; 29,7;  0,0;0,0;0,0;0,0;29,7;132,6
  01/2005;  0,0;  0,4;  0,0; 15,7; 24,4;  9,0;  0,0;  9,4;  0,0;  8,6;  8,6; 29,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,6; 13,4;  1,3;  3,1;  2,0;  0,0;  6,5; 31,1;  1,2;  1,4;6,7;8,0;0,0;31,1;190,5
  02/2005;  0,0;  0,0;  0,2; 35,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 27,4;  0,0;  2,9;---;---;---;35,7;70,8
  03/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5; 25,0; 13,6;  0,8;  0,0;  0,0;  0,0;  6,3;  4,0; 27,0; 42,4;  0,0;  0,0;  0,0;0,0;0,4;0,0;42,4;130,0
  04/2005;  0,0;  0,0;  0,0; 19,0;  2,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  0,0;  3,0;0,0;0,0;---;19,0;29,9
  05/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,8;  0,0;  0,0;130,5;  7,8;  0,0;  0,0;0,0;0,0;0,0;130,5;149,1
  06/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;29,5;0,0;---;29,5;40,0
  07/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,0;  0,0;0,0;0,0;0,0;20,0;20,0
  09/2005;  0,0;  2,9;  0,0;  0,0; 16,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,9;  0,0;  0,0;  0,0;  6,3;  2,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,4;  0,5;  1,8;  0,0;0,0;0,0;---;16,5;46,3
  10/2005;  0,0; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;  0,0; 33,7;  0,0;  0,0; 17,0;  0,0;  0,0;  0,0;  6,9;  0,0;  0,0;  6,7; 10,7;  0,0;  0,0;  0,0;  4,7;  0,0;16,6;1,0;1,5;33,7;110,5
  11/2005;  0,3;  0,0;  0,0;  0,0;  5,3;  0,0;  0,0;  7,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,0;  0,0;  0,0;  0,0;  7,4;  0,0;  0,4; 10,5;  0,0;  0,0;0,0;0,0;---;10,5;34,1
  12/2005; 15,6; 16,7; 11,3;  0,0;  0,0; 10,0;  2,9;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3; 22,3; 21,7;  1,0;  0,0;  3,4;  0,0;  0,0;  9,5;  0,0;  0,0;  0,0;0,0;0,0;0,0;22,3;123,0
  01/2006; 28,7; 32,4; 32,7; 34,9;  4,0;  0,0;  0,0;  0,0;  4,6;  0,0;  0,0; 11,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 38,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 31,6;9,2;38,5;8,4;38,7;275,2
  02/2006;  0,0;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  5,0;  3,3;  5,4; 14,7; 20,8; 10,4;  0,0;  0,0; 54,4;  0,0;  0,2;  0,3;  0,4;  0,6; 14,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;---;54,4;133,5
  03/2006;  0,0;  0,0;  0,0;  0,0; 30,7;  0,0; 25,5;  0,0;  0,0;  0,0; 17,7;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  9,5;  0,1;  0,0;  2,1;  1,9; 12,9; 15,0;  0,0;  0,0;0,0;54,0;0,0;54,0;169,9
  04/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,0;  5,3;  0,0; 19,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;19,1;47,1
  05/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;1,3;1,3
  06/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,2;  9,5;  0,0;0,0;0,0;---;9,5;16,7
  07/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;9,8;9,5;9,9;11,0;40,2
  08/2006;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5;  0,0;0,0;0,0;0,0;10,5;20,0
  09/2006; 14,1; 11,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,8; 10,5;  1,5;  0,0;  7,5;  0,0;  0,0; 12,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;14,8;71,9
  10/2006;  1,0; 16,7;  0,1;  0,0; 10,8; 19,4; 10,3;  0,0;  0,0;  0,0;  0,0; 15,2; 20,5;  0,0;  0,0;  0,0;  6,7;  0,0;  5,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;20,5;106,3
  11/2006;  0,0; 12,5;  4,7;  0,0;  0,0;  0,0;  3,7;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0; 10,8;  0,0;  0,0;  0,0;  0,0; 15,1; 12,1;  2,3;  0,0;  0,0;  0,0;  0,0; 41,8; 16,3;  0,0;39,3;22,9;---;41,8;182,5
  12/2006;  0,0;  0,0;  0,0;  5,2; 11,6;  0,0; 20,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,1;  0,7;  0,0;  0,0;  0,0;  2,5; 37,6;  0,7; 33,5; 25,0; 36,7; 10,2;  0,0; 17,4;4,2;0,0;0,0;37,6;206,7
  01/2007;  3,2;  6,2;  6,5; 10,2;  4,5; 28,8; 35,7; 29,8;  0,0;  7,9;  0,0;  0,0;  2,5;  0,4;  0,0;  0,0;  0,0; 23,6; 39,0;  0,0; 25,4; 12,2;  0,0;  0,0;  0,0;  1,5; 23,0;  5,4;14,2;17,7;0,0;39,0;297,7
  02/2007;  0,0;  0,0;  0,0;  0,0;  0,0; 14,5; 18,4; 26,8;  8,9; 10,0;  0,0; 15,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 39,7;  2,6; 17,9;  0,0;  0,0;  0,0;  0,0;  0,0; 26,1;  4,9;---;---;---;39,7;185,4
  03/2007; 10,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,6; 20,5;  8,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;20,5;54,9
  04/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;6,2;6,2
  05/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 31,8;  0,0;  0,0;  0,0;  0,0;  9,3;0,0;0,0;0,0;31,8;50,7
  06/2007;  0,0;  5,6; 12,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;12,9;18,5
  07/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0; 35,5; 32,5;  0,2;  0,0;  0,0;  0,0;  0,3; 32,5; 48,1;  0,0;  0,0;  0,0;0,0;0,0;0,0;48,1;158,1
  08/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  10/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,4;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;  0,0; 10,3; 47,4;  9,3;  0,0;  0,0;0,0;22,0;0,0;47,4;90,9
